data,casos_novos,pop,indice_isolamento,casos_novos_por_pop
2020-11-15,0,141135,0.41,0.0
2020-11-16,1,141135,0.35,7.085414673893789e-06
2020-11-17,42,141135,0.36,0.00029758741630353915
2020-11-18,40,141135,0.36,0.00028341658695575157
2020-11-19,16,141135,0.36,0.00011336663478230063
2020-11-20,39,141135,0.36,0.0002763311722818578
2020-11-21,29,141135,0.37,0.0002054770255429199
2020-11-22,26,141135,0.41,0.00018422078152123853
2020-11-23,1,141135,0.35,7.085414673893789e-06
2020-11-24,40,141135,0.36,0.00028341658695575157
2020-11-25,25,141135,0.36,0.00017713536684734474
2020-11-26,15,141135,0.36,0.00010628122010840685
2020-11-27,2,141135,0.36,1.4170829347787579e-05
2020-11-28,4,141135,0.37,2.8341658695575157e-05
2020-11-29,0,141135,0.41,0.0
2020-11-30,0,141135,0.35,0.0
2020-12-01,63,141135,0.35,0.0004463811244553087
2020-12-02,30,141135,0.36,0.0002125624402168137
2020-12-03,57,141135,0.36,0.000403868636411946
2020-12-04,35,141135,0.36,0.00024798951358628266
2020-12-05,61,141135,0.36,0.0004322102951075212
2020-12-06,4,141135,0.41,2.8341658695575157e-05
2020-12-07,14,141135,0.35,9.919580543451306e-05
2020-12-08,15,141135,0.37,0.00010628122010840685
2020-12-09,45,141135,0.34,0.0003188436603252205
2020-12-10,88,141135,0.36,0.0006235164913026535
2020-12-11,14,141135,0.36,9.919580543451306e-05
2020-12-12,32,141135,0.36,0.00022673326956460126
2020-12-13,0,141135,0.41,0.0
2020-12-14,1,141135,0.36,7.085414673893789e-06
2020-12-15,6,141135,0.36,4.251248804336274e-05
2020-12-16,0,141135,0.35,0.0
2020-12-17,107,141135,0.36,0.0007581393701066355
2020-12-18,25,141135,0.36,0.00017713536684734474
2020-12-19,78,141135,0.36,0.0005526623445637155
2020-12-20,0,141135,0.41,0.0
2020-12-21,0,141135,0.35,0.0
2020-12-22,62,141135,0.36,0.00043929570978141493
2020-12-23,29,141135,0.35,0.0002054770255429199
2020-12-24,50,141135,0.36,0.0003542707336946895
2020-12-25,20,141135,0.44,0.00014170829347787578
2020-12-26,3,141135,0.42,2.125624402168137e-05
2020-12-27,1,141135,0.44,7.085414673893789e-06
2020-12-28,1,141135,0.38,7.085414673893789e-06
2020-12-29,64,141135,0.38,0.0004534665391292025
2020-12-30,71,141135,0.38,0.0005030644418464591
2020-12-31,45,141135,0.39,0.0003188436603252205
2021-01-01,8,141135,0.45,5.6683317391150314e-05
2021-01-02,2,141135,0.44,1.4170829347787579e-05
2021-01-03,0,141135,0.46,0.0
2021-01-04,1,141135,0.37,7.085414673893789e-06
2021-01-05,104,141135,0.37,0.0007368831260849541
2021-01-06,86,141135,0.46,0.0006093456619548659
2021-01-07,126,141135,0.38,0.0008927622489106174
2021-01-08,62,141135,0.37,0.00043929570978141493
2021-01-09,60,141135,0.43,0.0004251248804336274
2021-01-10,2,141135,0.44,1.4170829347787579e-05
2021-01-11,50,141135,0.37,0.0003542707336946895
2021-01-12,22,141135,0.37,0.00015587912282566337
2021-01-13,124,141135,0.37,0.0008785914195628299
2021-01-14,142,141135,0.38,0.0010061288836929181
2021-01-15,125,141135,0.37,0.0008856768342367237
2021-01-16,59,141135,0.39,0.0004180394657597336
2021-01-17,88,141135,0.44,0.0006235164913026535
2021-01-18,2,141135,0.37,1.4170829347787579e-05
2021-01-19,3,141135,0.38,2.125624402168137e-05
2021-01-20,84,141135,0.37,0.0005951748326070783
2021-01-21,48,141135,0.37,0.0003400999043469019
2021-01-22,42,141135,0.37,0.00029758741630353915
2021-01-23,32,141135,0.4,0.00022673326956460126
2021-01-24,93,141135,0.46,0.0006589435646721225
2021-01-25,0,141135,0.38,0.0
2021-01-26,138,141135,0.38,0.000977787224997343
2021-01-27,99,141135,0.37,0.0007014560527154851
2021-01-28,64,141135,0.38,0.0004534665391292025
2021-01-29,15,141135,0.38,0.00010628122010840685
2021-01-30,160,141135,0.4,0.0011336663478230063
2021-01-31,153,141135,0.46,0.0010840684451057499
2021-02-01,1,141135,0.39,7.085414673893789e-06
2021-02-02,184,141135,0.39,0.0013037162999964573
2021-02-03,130,141135,0.39,0.0009211039076061926
2021-02-04,142,141135,0.38,0.0010061288836929181
2021-02-05,44,141135,0.37,0.00031175824565132673
2021-02-06,78,141135,0.4,0.0005526623445637155
2021-02-07,22,141135,0.46,0.00015587912282566337
2021-02-08,0,141135,0.38,0.0
2021-02-09,66,141135,0.37,0.0004676373684769901
2021-02-10,40,141135,0.37,0.00028341658695575157
2021-02-11,45,141135,0.37,0.0003188436603252205
2021-02-12,138,141135,0.36,0.000977787224997343
2021-02-13,13,141135,0.4,9.211039076061927e-05
2021-02-14,0,141135,0.45,0.0
2021-02-15,3,141135,0.46,2.125624402168137e-05
2021-02-16,140,141135,0.39,0.0009919580543451306
2021-02-17,10,141135,0.38,7.085414673893789e-05
2021-02-18,78,141135,0.38,0.0005526623445637155
2021-02-19,118,141135,0.37,0.0008360789315194672
2021-02-20,67,141135,0.38,0.0004747227831508839
2021-02-21,3,141135,0.45,2.125624402168137e-05
2021-02-22,9,141135,0.37,6.376873206504411e-05
2021-02-23,154,141135,0.38,0.0010911538597796436
2021-02-24,34,141135,0.48,0.00024090409891238884
2021-02-25,113,141135,0.38,0.0008006518581499982
2021-02-26,65,141135,0.36,0.0004605519538030963
2021-02-27,56,141135,0.41,0.00039678322173805223
2021-02-28,50,141135,0.46,0.0003542707336946895
2021-03-01,6,141135,0.37,4.251248804336274e-05
2021-03-02,60,141135,0.38,0.0004251248804336274
2021-03-03,6,141135,0.37,4.251248804336274e-05
2021-03-04,81,141135,0.37,0.000573918588585397
2021-03-05,82,141135,0.38,0.0005810040032592907
2021-03-06,102,141135,0.42,0.0007227122967371666
2021-03-07,75,141135,0.48,0.0005314061005420342
2021-03-08,11,141135,0.39,7.793956141283168e-05
2021-03-09,46,141135,0.4,0.0003259290749991143
2021-03-10,68,141135,0.4,0.0004818081978247777
2021-03-11,100,141135,0.38,0.000708541467389379
2021-03-12,18,141135,0.39,0.00012753746413008823
2021-03-13,115,141135,0.41,0.0008148226874977858
2021-03-14,129,141135,0.47,0.0009140184929322989
2021-03-15,13,141135,0.4,9.211039076061927e-05
2021-03-16,12,141135,0.4,8.502497608672548e-05
2021-03-17,165,141135,0.39,0.0011690934211924754
2021-03-18,160,141135,0.4,0.0011336663478230063
2021-03-19,69,141135,0.39,0.0004888936124986715
2021-03-20,83,141135,0.52,0.0005880894179331846
2021-03-21,5,141135,0.56,3.5427073369468946e-05
2021-03-22,4,141135,0.4,2.8341658695575157e-05
2021-03-23,84,141135,0.39,0.0005951748326070783
2021-03-24,89,141135,0.39,0.0006306019059765473
2021-03-25,9,141135,0.39,6.376873206504411e-05
2021-03-26,190,141135,0.37,0.0013462287880398201
2021-03-27,139,141135,0.49,0.0009848726396712367
2021-03-28,4,141135,0.55,2.8341658695575157e-05
2021-03-29,3,141135,0.39,2.125624402168137e-05
2021-03-30,51,141135,0.39,0.0003613561483685833
2021-03-31,103,141135,0.38,0.0007297977114110603
2021-04-01,151,141135,0.36,0.0010698976157579622
2021-04-02,76,141135,0.46,0.000538491515215928
2021-04-03,11,141135,0.5,7.793956141283168e-05
2021-04-04,3,141135,0.52,2.125624402168137e-05
2021-04-05,10,141135,0.38,7.085414673893789e-05
2021-04-06,113,141135,0.38,0.0008006518581499982
2021-04-07,75,141135,0.39,0.0005314061005420342
2021-04-08,137,141135,0.38,0.0009707018103234492
2021-04-09,27,141135,0.38,0.00019130619619513233
2021-04-10,43,141135,0.41,0.00030467283097743294
2021-04-11,53,141135,0.46,0.00037552697771637086
2021-04-12,4,141135,0.37,2.8341658695575157e-05
2021-04-13,13,141135,0.39,9.211039076061927e-05
2021-04-14,14,141135,0.4,9.919580543451306e-05
2021-04-15,9,141135,0.38,6.376873206504411e-05
2021-04-16,9,141135,0.38,6.376873206504411e-05
2021-04-17,11,141135,0.41,7.793956141283168e-05
2021-04-18,8,141135,0.47,5.6683317391150314e-05
2021-04-19,2,141135,0.37,1.4170829347787579e-05
2021-04-20,16,141135,0.38,0.00011336663478230063
2021-04-21,23,141135,0.44,0.00016296453749955716
2021-04-22,16,141135,0.37,0.00011336663478230063
2021-04-23,24,141135,0.38,0.00017004995217345095
2021-04-24,19,141135,0.41,0.000134622878803982
2021-04-25,6,141135,0.46,4.251248804336274e-05
2021-04-26,5,141135,0.39,3.5427073369468946e-05
2021-04-27,37,141135,0.37,0.0002621603429340702
2021-04-28,34,141135,0.39,0.00024090409891238884
2021-04-29,25,141135,0.37,0.00017713536684734474
2021-04-30,35,141135,0.38,0.00024798951358628266
2021-05-01,16,141135,0.41,0.00011336663478230063
2021-05-02,5,141135,0.45,3.5427073369468946e-05
2021-05-03,8,141135,0.37,5.6683317391150314e-05
2021-05-04,67,141135,0.37,0.0004747227831508839
2021-05-05,36,141135,0.37,0.00025507492826017645
2021-05-06,54,141135,0.36,0.00038261239239026465
2021-05-07,38,141135,0.36,0.000269245757607964
2021-05-08,41,141135,0.38,0.00029050200162964536
2021-05-09,10,141135,0.44,7.085414673893789e-05
2021-05-10,23,141135,0.37,0.00016296453749955716
2021-05-11,69,141135,0.37,0.0004888936124986715
2021-05-12,27,141135,0.37,0.00019130619619513233
2021-05-13,86,141135,0.37,0.0006093456619548659
2021-05-14,73,141135,0.36,0.0005172352711942466
2021-05-15,41,141135,0.39,0.00029050200162964536
2021-05-16,11,141135,0.39,7.793956141283168e-05
